"","VendorID","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","RatecodeID","store_and_fwd_flag","PULocationID","DOLocationID","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
"40",2,2023-01-12 21:32:50,2023-01-12 21:42:27,1,2.12,1,"N",148,249,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
"41",2,2023-01-27 02:08:29,2023-01-27 03:10:50,2,18.05,2,"N",132,100,1,70,0,0.5,16.11,6.55,1,97.91,2.5,1.25
"42",2,2023-01-31 01:57:06,2023-01-31 02:00:48,1,0.42,1,"N",249,249,2,5.8,0,0.5,0,0,1,9.8,2.5,0
"43",2,2023-01-09 14:02:03,2023-01-09 14:44:00,1,18.63,2,"N",132,211,2,70,5,0.5,0,0,1,80.25,2.5,1.25
"44",2,2023-01-31 12:53:07,2023-01-31 13:09:58,1,1.71,1,"N",161,48,1,16.3,2.5,0.5,0.91,0,1,23.71,2.5,0
"45",1,2023-01-18 08:35:44,2023-01-18 08:43:36,2,1.3,1,"N",43,239,1,9.3,2.5,0.5,3.95,0,1,17.25,2.5,0
"46",2,2023-01-07 04:59:36,2023-01-07 05:12:39,1,2.18,1,"N",24,143,1,14.9,0,0.5,3.78,0,1,22.68,2.5,0
"47",1,2023-01-16 11:50:10,2023-01-16 12:16:52,1,11.2,1,"N",138,132,1,43.6,6.25,0.5,5,0,1,56.35,0,1.25
"48",2,2023-01-26 14:01:33,2023-01-26 14:14:10,1,2.91,1,"N",142,41,2,14.9,2.5,0.5,0,0,1,21.4,2.5,0
"49",1,2023-01-12 02:31:59,2023-01-12 02:36:17,1,0.6,1,"N",107,170,1,5.8,2.5,0.5,2,0,1,11.8,2.5,0
"50",2,2023-01-06 14:31:59,2023-01-06 14:50:49,1,5.68,1,"N",137,79,1,26.1,2.5,0.5,6.52,0,1,39.12,2.5,0
"51",2,2023-01-28 05:01:30,2023-01-28 05:02:57,2,0.44,1,"N",140,141,1,4.4,0,0.5,3,0,1,11.4,2.5,0
"52",2,2023-01-26 02:19:31,2023-01-26 02:34:17,1,2.49,1,"N",141,50,1,15.6,0,0.5,3.92,0,1,23.52,2.5,0
"53",2,2023-01-14 08:18:43,2023-01-14 08:21:53,1,0.84,1,"N",186,90,2,5.8,0,0.5,0,0,1,9.8,2.5,0
"54",2,2023-01-12 10:13:32,2023-01-12 10:31:20,1,1.14,1,"N",234,68,1,15.6,0,0.5,4.9,0,1,24.5,2.5,0
"55",2,2023-01-06 18:29:22,2023-01-06 18:38:08,2,2.32,1,"N",249,233,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
"56",1,2023-01-10 13:37:47,2023-01-10 13:50:19,1,1.5,1,"N",162,233,1,12.8,5,0.5,3.85,0,1,23.15,2.5,0
"57",1,2023-01-31 15:58:12,2023-01-31 16:07:02,1,1.6,1,"N",163,239,1,10,3.5,0.5,2.25,0,1,17.25,2.5,0
"58",2,2023-01-06 18:24:51,2023-01-06 18:38:04,1,3.92,1,"N",107,236,1,18.4,1,0.5,5.85,0,1,29.25,2.5,0
"59",2,2023-01-17 13:11:59,2023-01-17 13:17:47,1,0.73,1,"N",234,113,2,7.2,2.5,0.5,0,0,1,13.7,2.5,0
"60",2,2023-01-11 06:11:53,2023-01-11 06:15:51,1,0.98,1,"N",50,246,1,6.5,0,0.5,2.62,0,1,13.12,2.5,0
"61",1,2022-12-31 21:12:26,2022-12-31 21:33:07,2,3.3,1,"N",232,170,1,21.2,3.5,0.5,5.2,0,1,31.4,2.5,0
"62",2,2023-01-24 12:33:19,2023-01-24 12:37:30,1,0.77,1,"N",263,140,1,6.5,2.5,0.5,1,0,1,14,2.5,0
"63",2,2023-01-24 19:05:33,2023-01-24 19:09:11,1,1.4,1,"N",231,88,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
